Date,KOSPI_Predict,KOSPI_residual
2010-07-01,1749.8735106878873,-3.7736923977540173
2010-08-01,1615.4382686958008,9.360631739534366
2010-09-01,1984.5496566559123,-12.458826006602418
2010-10-01,1950.9789158796546,-3.956291841642353
2010-11-01,1821.551076952905,4.866923083400092
2010-12-01,1907.0793091717608,1.1527735589865429
2011-01-01,2043.091170236683,1.30375781435099
2011-02-01,2137.6008822132867,-3.164572048343243
2011-03-01,2114.4270330742893,-9.655801823128307
2011-04-01,2179.8158436504614,-2.7725396698017053
2011-05-01,2268.848573286587,-1.789559852423864
2011-06-01,2145.298560623741,-0.18486371261644813
2011-07-01,2293.8271166102018,-7.907228382125847
2011-08-01,2016.9352289487015,7.152513731985696
2011-09-01,2230.25845181219,-18.586614123049387
2011-10-01,2186.353906677706,-28.1424640091494
2011-11-01,2026.444704045689,-6.117138086733493
2011-12-01,2059.076719848781,-7.4573745602595265
2012-01-01,1980.446210864529,-8.436199174566436
2012-02-01,2126.368753052733,-8.530284858043585
2012-03-01,2126.666422836779,-4.523496794836354
2012-04-01,2210.6797854531333,-8.938583714162752
2012-05-01,2198.26092937562,-9.964179812393766
2012-06-01,2211.610858199054,-20.555944540997533
2012-07-01,1968.4517134383896,-6.30798009550344
2012-08-01,1898.4891528134401,-0.9872257378434329
2012-09-01,2178.588179395606,-13.90060068675366
2012-10-01,2161.085826389429,-8.269205692771592
2012-11-01,2103.744213609249,-10.814364088896621
2012-12-01,2202.408647109437,-13.525048561841476
2013-01-01,2011.8059922698358,0.9499289907027787
2013-02-01,2179.3761264034533,-11.31817643380819
2013-03-01,2218.5146472569236,-10.201159737571642
2013-04-01,2032.71136594746,-1.8397570101784115
2013-05-01,2215.9707451221284,-13.220898376879761
2013-06-01,2289.804569193518,-15.090425026187477
2013-07-01,1939.5033472020232,-4.514306887425604
2013-08-01,2081.8151089730586,-8.38609645100631
2013-09-01,2352.778037328525,-22.23430038957222
2013-10-01,2313.7414920907568,-15.75247475277316
2013-11-01,2151.9973772224153,-5.52006831463922
2013-12-01,2201.29769090143,-8.396659948464634
2014-01-01,2185.5075168216204,-11.097937505864726
2014-02-01,2107.8934840721863,-9.788406220555963
2014-03-01,2250.0244119644854,-14.523126394723102
2014-04-01,2209.9149111105567,-10.940617431427857
2014-05-01,2332.4610986497814,-19.037127886017505
2014-06-01,2399.333029234181,-19.846804657052004
2014-07-01,2037.818447456126,-1.9418933194660344
2014-08-01,2163.121420844884,-4.342357862374427
2014-09-01,2380.5330065686767,-15.120608095745192
2014-10-01,2365.493542946262,-18.777104298495743
2014-11-01,2185.979600150994,-11.931038374936325
2014-12-01,2175.1569504291924,-10.682618252877154
2015-01-01,2028.7077881755317,-5.3086412333387845
2015-02-01,2301.264130639199,-17.851574791527476
2015-03-01,2061.379673239451,-3.233641319877769
2015-04-01,2035.4713188937533,-0.3461420736894295
2015-05-01,2179.147643914511,-2.200402579201624
2015-06-01,2092.5237941492974,0.46833839194349797
2015-07-01,1933.965717173277,7.813769207476222
2015-08-01,1881.9929120228758,6.298118884192813
2015-09-01,2132.9510423375364,-11.426058641727293
2015-10-01,1992.9973206519244,-0.6910110872382661
2015-11-01,2034.97793918539,0.012876162742973549
2015-12-01,1869.799630372095,7.6154002177894045
2016-01-01,1710.1659084667217,10.871296646442405
2016-02-01,1901.2604118820109,1.223989158362291
2016-03-01,1896.6473587598352,2.6071746844627675
2016-04-01,1931.913456764415,2.110720330952785
2016-05-01,1954.9258313112216,1.1740347642382272
2016-06-01,2076.5541875232075,-4.732599031795082
2016-07-01,1842.7063497501345,7.276817535669419
2016-08-01,1772.5612869129802,12.66493134577676
2016-09-01,2055.285054864485,-1.1100916439295667
2016-10-01,1973.390557087866,3.9647198793170397
2016-11-01,1996.1116112124914,0.5618434279093089
2016-12-01,1946.0906846575301,1.8983901873960873
2017-01-01,1980.1099343925735,2.2727753784215774
2017-02-01,2072.935700725479,0.36262301365651717
2017-03-01,2139.6455069839694,-1.7594705245271125
2017-04-01,2380.9270219116456,-9.84618395816607
2017-05-01,2256.3843179990613,-1.654043979468174
2017-06-01,2349.3761037638988,-0.2032791706893098
2017-07-01,2192.750369011376,8.424778281239526
2017-08-01,2073.573985855546,14.419801158271447
2017-09-01,2469.5183413256104,-4.743131680823619
2017-10-01,2617.5822889291326,-7.5508067157720875
2017-11-01,2185.756763466373,14.500981295834764
2017-12-01,2297.9678538151384,7.168192185733332
2018-01-01,2164.8043887464796,12.69717949119918
2018-02-01,2405.2815463452926,6.356079860726616
2018-03-01,2301.9414289033957,4.1720189786110895
2018-04-01,2285.3834291735857,6.496161087097987
2018-05-01,2482.1857577122732,0.9348718391021301
2018-06-01,2501.0363144131416,-2.545196084115423
2018-07-01,2276.441091862542,-0.21576075537046305
2018-08-01,2249.283717158717,2.504747703419622
2018-09-01,2730.4307366296453,-18.35263245946715
2018-10-01,2510.8118266319643,-7.351032401489782
2018-11-01,2262.180156353953,-11.742398286651893
2018-12-01,2259.6381847552534,-5.990261629380588
2019-01-01,2033.1860764743756,-1.1535361430037596
2019-02-01,2192.8523753294226,0.4814076348369146
2019-03-01,2204.279316536315,-0.6216992384174259
2019-04-01,2145.8256697198776,1.0355825945045185
2019-05-01,2098.821185332424,5.148743177836439
2019-06-01,2160.6807708046067,-4.489241038015659
2019-07-01,1949.7983865082344,8.448994407381434
2019-08-01,1980.9126438934586,1.8057122798606735
2019-09-01,2295.3446702208535,-16.562884750626065
2019-10-01,2141.3328350274596,-3.3252349923017315
2019-11-01,1981.8223301211976,5.636495089934397
2019-12-01,2097.2190478497914,-0.2533102532501888
2020-01-01,2117.1028083271503,2.6695472847110673
2020-02-01,1924.106557771427,9.192282820573746
2020-03-01,2033.111478489857,-1.5281560886016585
2020-04-01,1748.5295834405579,-3.7419804350478705
2020-05-01,1720.0654397348906,9.249094386062318
2020-06-01,1769.2678478244702,14.324488745013738
2020-07-01,1813.4801028195307,13.9184457768296
2020-08-01,1899.0135770366066,15.638390386816464
2020-09-01,2194.030636093526,6.619112762293806
2020-10-01,2251.0401208521735,4.536042372681363
2020-11-01,2100.9780213542736,8.659483629213895
2020-12-01,2255.8379909429955,14.36507579223705
2021-01-01,2250.4475290829673,23.56985076727513
2021-02-01,2415.0135549585693,20.988390267441538
2021-03-01,2357.5355259471994,22.54808760074512
2021-04-01,2251.2474983211087,27.082739576306647
2021-05-01,2542.1201997966336,18.709382201437908
2021-06-01,2404.4499396895108,25.370982079056237
2021-07-01,2385.0779765559155,27.329848431902054
2021-08-01,2434.5360080181063,24.46460459634053
2021-09-01,2797.820703095589,12.759486903867481
2021-10-01,2785.32870078504,7.745523592994122
2021-11-01,2643.837761064064,11.249042912443215
2021-12-01,2607.7937063134736,10.067395944661078
2022-01-01,2651.0057140115773,11.301113367319086
2022-02-01,2844.6253512321086,-5.05223209933114
2022-03-01,2912.4609487752764,-7.728478012934116
2022-04-01,2589.634443485261,5.482619724245455
2022-05-01,2813.6739894033212,-4.696793964662465
2022-06-01,2755.6494617221583,-3.6351946311252976
2022-07-01,2695.2789733552668,-16.91054009053737
2022-08-01,2483.2325261776527,-1.2634326099562747
2022-09-01,2794.5069314918233,-15.68535200184728
2022-10-01,2565.955730389967,-16.139176166615375
2022-11-01,2274.7852753275665,2.587967072585593
2022-12-01,2359.1909746402794,4.865193938307341
2023-01-01,2272.869127971635,-2.1206705383832682
2023-02-01,2394.129157610607,2.2724647885294034
2023-03-01,2408.916289191496,0.7798550490559033
2023-04-01,2315.93990250615,6.325994705172038
2023-05-01,2547.958496815031,-0.933631365004269
2023-06-01,2485.499611233872,3.256708928024532
2023-07-01,2264.414460946514,12.98979581142092
2023-08-01,2284.367407999071,14.34917688703068
2023-09-01,2735.571315348512,-6.703617622449968
2023-10-01,2752.290085046111,-14.407512399607219
2023-11-01,2438.1779307418533,-5.935883954441915
2023-12-01,2690.444851232929,-7.402559320438994
2024-01-01,2404.1206305520727,9.951620881183576
2024-02-01,2688.8024708189832,-5.755939948671098
2024-03-01,2644.3877623737353,1.117397930136623
